starting timestamp(0),starting time(1),rhd version(2),system_UUID(3),mac_address(4),vm_instance(5),GPU type(6),GFlops(7),disk speed(8),GPU number(9),Images Number(10),batch size(11),Real Iterations Number(12),epochs(13),training time(14),overall execution time(15),missing time(16),repetition number(17),path(18)
1562774263,2019-07-10 15:57:43,a93e1ed,NaN,00:00:00:00:00:00,upvdocker1GPU,Tesla V100,14899,270,1,1000,4,198,1,27.171136140823364,60.5690381526947,33.39790201187134,0,/home/logstorage/output/upvdocker1GPU/rhd/ni_1000_ep_1_bs_4/2019-07-10_15-57-43/0
1562774565,2019-07-10 16:02:45,a93e1ed,NaN,00:00:00:00:00:00,upvdocker1GPU,Tesla V100,14899,270,1,1000,64,120,10,188.21113228797915,264.24253797531134,76.03140568733215,0,/home/logstorage/output/upvdocker1GPU/rhd/ni_1000_ep_10_bs_64/2019-07-10_16-02-45/0
1562775890,2019-07-10 16:24:50,a93e1ed,NaN,00:00:00:00:00:00,upvdocker1GPU,Tesla V100,14899,270,1,1000,64,24,2,43.44163990020752,86.91613507270813,43.47449517250061,0,/home/logstorage/output/upvdocker1GPU/rhd/ni_1000_ep_2_bs_64/2019-07-10_16-24-50/0
1562775979,2019-07-10 16:26:19,a93e1ed,NaN,00:00:00:00:00:00,upvdocker1GPU,Tesla V100,14899,270,1,1000,32,48,2,42.31001615524292,88.18223166465759,45.87221550941467,0,/home/logstorage/output/upvdocker1GPU/rhd/ni_1000_ep_2_bs_32/2019-07-10_16-26-19/0
1562776069,2019-07-10 16:27:49,a93e1ed,NaN,00:00:00:00:00:00,upvdocker1GPU,Tesla V100,14899,270,1,1000,16,98,2,44.76737689971924,90.73496890068054,45.9675920009613,0,/home/logstorage/output/upvdocker1GPU/rhd/ni_1000_ep_2_bs_16/2019-07-10_16-27-49/0
1562776162,2019-07-10 16:29:22,a93e1ed,NaN,00:00:00:00:00:00,upvdocker1GPU,Tesla V100,14899,270,1,1000,8,198,2,46.49252319335938,93.09876346588136,46.60624027252197,0,/home/logstorage/output/upvdocker1GPU/rhd/ni_1000_ep_2_bs_8/2019-07-10_16-29-21/0
1562776257,2019-07-10 16:30:57,a93e1ed,NaN,00:00:00:00:00:00,upvdocker1GPU,Tesla V100,14899,270,1,1000,4,396,2,52.07874774932861,88.03241920471191,35.953671455383294,0,/home/logstorage/output/upvdocker1GPU/rhd/ni_1000_ep_2_bs_4/2019-07-10_16-30-57/0
1562776347,2019-07-10 16:32:27,a93e1ed,NaN,00:00:00:00:00:00,upvdocker1GPU,Tesla V100,14899,270,1,1000,64,36,3,61.62454104423523,110.87534785270692,49.25080680847168,0,/home/logstorage/output/upvdocker1GPU/rhd/ni_1000_ep_3_bs_64/2019-07-10_16-32-27/0
1562776460,2019-07-10 16:34:20,a93e1ed,NaN,00:00:00:00:00:00,upvdocker1GPU,Tesla V100,14899,270,1,1000,32,72,3,59.662542819976814,105.86141157150269,46.19886875152588,0,/home/logstorage/output/upvdocker1GPU/rhd/ni_1000_ep_3_bs_32/2019-07-10_16-34-19/0
1562776567,2019-07-10 16:36:07,a93e1ed,NaN,00:00:00:00:00:00,upvdocker1GPU,Tesla V100,14899,270,1,1000,16,147,3,65.10934972763062,111.93615818023682,46.8268084526062,0,/home/logstorage/output/upvdocker1GPU/rhd/ni_1000_ep_3_bs_16/2019-07-10_16-36-07/0
1562776681,2019-07-10 16:38:01,a93e1ed,NaN,00:00:00:00:00:00,upvdocker1GPU,Tesla V100,14899,270,1,1000,8,297,3,67.5461287498474,111.44451332092285,43.89838457107544,0,/home/logstorage/output/upvdocker1GPU/rhd/ni_1000_ep_3_bs_8/2019-07-10_16-38-01/0
1562776795,2019-07-10 16:39:55,a93e1ed,NaN,00:00:00:00:00:00,upvdocker1GPU,Tesla V100,14899,270,1,1000,4,594,3,75.79096841812135,111.29588198661804,35.504913568496704,0,/home/logstorage/output/upvdocker1GPU/rhd/ni_1000_ep_3_bs_4/2019-07-10_16-39-55/0
1562776908,2019-07-10 16:41:48,a93e1ed,NaN,00:00:00:00:00:00,upvdocker1GPU,Tesla V100,14899,270,1,1000,64,60,5,99.33041763305664,152.4880979061127,53.15768027305603,0,/home/logstorage/output/upvdocker1GPU/rhd/ni_1000_ep_5_bs_64/2019-07-10_16-41-48/0
1562777063,2019-07-10 16:44:23,a93e1ed,NaN,00:00:00:00:00:00,upvdocker1GPU,Tesla V100,14899,270,1,1000,32,120,5,99.26319098472595,156.3376884460449,57.07449746131897,0,/home/logstorage/output/upvdocker1GPU/rhd/ni_1000_ep_5_bs_32/2019-07-10_16-44-22/0
1562777221,2019-07-10 16:47:01,a93e1ed,NaN,00:00:00:00:00:00,upvdocker1GPU,Tesla V100,14899,270,1,1000,16,245,5,107.17373561859131,162.30441117286682,55.130675554275506,0,/home/logstorage/output/upvdocker1GPU/rhd/ni_1000_ep_5_bs_16/2019-07-10_16-47-01/0
1562777385,2019-07-10 16:49:45,a93e1ed,NaN,00:00:00:00:00:00,upvdocker1GPU,Tesla V100,14899,270,1,1000,8,495,5,110.36973977088928,163.36047315597534,52.99073338508606,0,/home/logstorage/output/upvdocker1GPU/rhd/ni_1000_ep_5_bs_8/2019-07-10_16-49-45/0
1562777551,2019-07-10 16:52:31,a93e1ed,NaN,00:00:00:00:00:00,upvdocker1GPU,Tesla V100,14899,270,1,1000,4,990,5,126.45028686523438,168.03216028213498,41.58187341690064,0,/home/logstorage/output/upvdocker1GPU/rhd/ni_1000_ep_5_bs_4/2019-07-10_16-52-30/0
